idPartida;cestinhaJogador1;cestinhaPontos1;cestinhaJogador2;cestinhaPontos2;cestinhaDestaque;assistenciaJogador1;assistencia1;assistenciaJogador2;assistencia;assistenciaDestaque;reboteJogador1;rebote1;reboteJogador2;rebote;reboteDestaque
2247;;;;;;;;;;;;;;;;
2777;11162;12;1075;13;;11163;4;1075;2;;11170;8;753;7;;
2778;735;17;11185;17;;735;3;11185;4;;735;16;407;9;;
2779;1128;23;1085;20;;626;2;11212;4;;1128;13;11136;11;;
2780;11119;18;1076;13;;594;5;1143;6;;1135;10;11161;6;;
2781;709;17;11163;19;;11146;4;11168;2;;716;14;11169;5;;
2782;11130;23;11201;20;;737;7;1149;3;;737;7;735;11;;
2783;1158;28;1085;22;;759;4;11135;2;;760;9;1085;8;;
2784;11181;20;11174;27;;11188;5;751;5;;407;7;626;9;;
2785;11163;16;1165;19;;11167;3;1116;4;;11165;5;1135;7;;
2786;1076;15;735;16;;1076;3;11201;5;;1143;5;735;11;;
2787;1085;19;709;14;;11135;4;716;3;;11133;10;716;8;;
2788;626;21;11131;18;;626;6;11130;4;;11175;11;11130;7;;
2789;838;19;11188;12;;1158;4;11186;2;;1164;10;714;11;;
2790;11193;12;1165;21;;735;4;1165;5;;735;9;1135;10;;
2791;11139;14;11163;12;;11137;3;11168;2;;11136;12;11165;12;;
2792;1128;16;1076;21;;751;3;11152;1;;1128;16;11161;15;;
2793;1161;15;11185;14;;11142;6;11185;4;;1156;10;11185;7;;
2794;11125;13;1158;13;;791;4;1207;5;;791;4;753;11;;
2795;1121;16;11136;23;;1165;4;11212;6;;1121;13;11133;11;;
2796;11204;21;626;17;;11201;3;626;4;;735;6;11174;10;;
2797;714;12;11165;19;;11186;3;11163;3;;714;8;11165;15;;
2798;11161;18;1163;19;;1143;4;838;6;;11161;7;753;8;;
2799;709;22;739;26;;11148;6;737;3;;1191;8;676;6;;
2800;1079;17;11216;14;;1354;1;11147;1;;1079;11;11148;8;;
2801;1305;27;11258;12;;1308;2;721;3;;1307;5;407;5;;
2802;1134;19;1163;20;;1133;4;838;4;;1134;6;753;6;;
2803;1296;15;739;19;;1186;5;11131;3;;1300;9;739;10;;
2804;1067;29;626;13;;834;4;11175;1;;1068;12;1128;8;;
