"","seq","freq"
"1","0",84
"2","00",87
"3","000",45
"4","0000",18
"5","00000",4
"6","11",19
"7","111",37
"8","1111",19
"9","11111",18
"10","111111",5
"11","1111111",4
"12","11111111",1
