"","seq","freq"
"1","0",396
"2","00",320
"3","000",164
"4","0000",67
"5","00000",20
"6","00000000",1
"7","11",94
"8","111",138
"9","1111",120
"10","11111",65
"11","111111",32
"12","1111111",10
"13","11111111",1
"14","111111111",2
