"","seq","freq"
"1","0",69
"2","00",77
"3","000",34
"4","0000",14
"5","00000",3
"6","0000000",1
"7","11",30
"8","111",39
"9","1111",39
"10","11111",25
"11","111111",8
"12","1111111",3
"13","11111111",1
