"","seq","freq"
"1","0",195
"2","00",186
"3","000",94
"4","0000",34
"5","00000",15
"6","00000000",1
"7","11",53
"8","111",84
"9","1111",71
"10","11111",41
"11","111111",17
"12","1111111",2
"13","111111111",2
